timestamp_utc,phase,run_name,model,imgsz,epochs,batch,seed,split,data,save_dir,best_weight,last_weight,precision,recall,map50,map50_95,status
2026-03-26T19:18:43.306276+00:00,phase0,p0_lc25_yolo11n_640_s1_e30p10m30,yolo11n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc25_yolo11n_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc25_yolo11n_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc25_yolo11n_640_s1_e30p10m30/weights/last.pt,0.4186901351022463,0.5757901027293948,0.44444437594829844,0.19843106822173423,completed
2026-03-26T19:24:19.652106+00:00,phase0,p0_lc50_yolo11n_640_s1_e30p10m30,yolo11n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc50_yolo11n_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc50_yolo11n_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc50_yolo11n_640_s1_e30p10m30/weights/last.pt,0.4410497641005817,0.5791438372261212,0.46367295584176527,0.22016169891057968,completed
2026-03-26T19:32:06.435616+00:00,phase0,p0_lc75_yolo11n_640_s1_e30p10m30,yolo11n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc75_yolo11n_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc75_yolo11n_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc75_yolo11n_640_s1_e30p10m30/weights/last.pt,0.4683487830829076,0.5905602589924842,0.5033026515457029,0.24443698392129393,completed
2026-03-26T19:42:03.407779+00:00,phase0,p0_lc100_yolo11n_640_s1_e30p10m30,yolo11n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc100_yolo11n_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc100_yolo11n_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p0_lc100_yolo11n_640_s1_e30p10m30/weights/last.pt,0.4906236545855527,0.5863911479376607,0.5236897437924801,0.2537517154572943,completed
2026-03-26T19:54:10.483146+00:00,phase1,p1a_stage1_singlecls_yolo11n_640_s1_e30p10m30,yolo11n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1a_stage1_singlecls_yolo11n_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1a_stage1_singlecls_yolo11n_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1a_stage1_singlecls_yolo11n_640_s1_e30p10m30/weights/last.pt,0.8091588467693049,0.7426417803302225,0.8251601173434541,0.38476761534783543,completed
2026-03-26T20:03:51.644065+00:00,phase1,p1a_stage1_singlecls_yolo11n_640_s2_e30p10m30,yolo11n.pt,640,30,16,2,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1a_stage1_singlecls_yolo11n_640_s2_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1a_stage1_singlecls_yolo11n_640_s2_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1a_stage1_singlecls_yolo11n_640_s2_e30p10m30/weights/last.pt,0.8133231234469251,0.7307968413496052,0.8212540380906737,0.3852219507711072,completed
2026-03-26T20:26:01.204493+00:00,phase1,p1a_stage2_cls_yolo11ncls_gtcrop_s1_e30p10m30,yolo11n-cls.pt,224,30,128,1,val,/workspace/phase1_cls_gtcrops,/workspace/brand-new-yolo/runs/classify/runs/e0/p1a_stage2_cls_yolo11ncls_gtcrop_s1_e30p10m30,/workspace/brand-new-yolo/runs/classify/runs/e0/p1a_stage2_cls_yolo11ncls_gtcrop_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/classify/runs/e0/p1a_stage2_cls_yolo11ncls_gtcrop_s1_e30p10m30/weights/last.pt,0.6378320455551147,1.0,0.6378320455551147,1.0,completed
2026-03-26T20:39:15.784051+00:00,phase1,p1a_stage2_cls_yolo11ncls_gtcrop_s2_e30p10m30,yolo11n-cls.pt,224,30,128,2,val,/workspace/phase1_cls_gtcrops,/workspace/brand-new-yolo/runs/classify/runs/e0/p1a_stage2_cls_yolo11ncls_gtcrop_s2_e30p10m30,/workspace/brand-new-yolo/runs/classify/runs/e0/p1a_stage2_cls_yolo11ncls_gtcrop_s2_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/classify/runs/e0/p1a_stage2_cls_yolo11ncls_gtcrop_s2_e30p10m30/weights/last.pt,0.6381909251213074,1.0,0.6381909251213074,1.0,completed
2026-03-26T22:24:11.763478+00:00,phase1,p1b_yolov8n_640_s1_e30p10m30,yolov8n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolov8n_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolov8n_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolov8n_640_s1_e30p10m30/weights/last.pt,0.49162494575315785,0.568578453516619,0.5134447145531318,0.24662660465657363,completed
2026-03-26T22:35:30.476850+00:00,phase1,p1b_yolov8s_640_s1_e30p10m30,yolov8s.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolov8s_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolov8s_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolov8s_640_s1_e30p10m30/weights/last.pt,0.49408329482092195,0.5860937739748985,0.5232003604379486,0.24897225364261866,completed
2026-03-26T22:53:42.404784+00:00,phase1,p1b_yolov8m_640_s1_e30p10m30,yolov8m.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolov8m_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolov8m_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolov8m_640_s1_e30p10m30/weights/last.pt,0.4906246958949119,0.6020061870146785,0.5245573421866158,0.2505020337683151,completed
2026-03-26T23:03:38.985741+00:00,phase1,p1b_yolo11n_640_s1_e30p10m30,yolo11n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolo11n_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolo11n_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1b_yolo11n_640_s1_e30p10m30/weights/last.pt,0.4906236545855527,0.5863911479376607,0.5236897437924801,0.2537517154572943,completed
2026-03-26T23:19:18.378014+00:00,phase1,p1bfc_yolov8n_640_s1_e30p10m30,yolov8n.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8n_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8n_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8n_640_s1_e30p10m30/weights/last.pt,0.4827699526574345,0.5946870736410154,0.515012883238003,0.2466552574379111,completed
2026-03-26T23:28:28.464177+00:00,phase1,p1bfc_yolov8n_640_s2_e30p10m30,yolov8n.pt,640,30,16,2,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8n_640_s2_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8n_640_s2_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8n_640_s2_e30p10m30/weights/last.pt,0.4899150480256721,0.5978764016407678,0.5197706446109193,0.24708371204562404,completed
2026-03-26T23:39:51.619558+00:00,phase1,p1bfc_yolov8s_640_s1_e30p10m30,yolov8s.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8s_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8s_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8s_640_s1_e30p10m30/weights/last.pt,0.5025116641434964,0.5909623089773085,0.525621820600256,0.2518118936338926,completed
2026-03-26T23:51:16.068341+00:00,phase1,p1bfc_yolov8s_640_s2_e30p10m30,yolov8s.pt,640,30,16,2,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8s_640_s2_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8s_640_s2_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8s_640_s2_e30p10m30/weights/last.pt,0.5029516179937046,0.5863622042292006,0.5255852342247053,0.25241773077738755,completed
2026-03-27T00:09:30.304838+00:00,phase1,p1bfc_yolov8m_640_s1_e30p10m30,yolov8m.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8m_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8m_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8m_640_s1_e30p10m30/weights/last.pt,0.5047768213816428,0.5811011355238883,0.5278743630774764,0.2528049674718253,completed
2026-03-27T00:27:54.082243+00:00,phase1,p1bfc_yolov8m_640_s2_e30p10m30,yolov8m.pt,640,30,16,2,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8m_640_s2_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8m_640_s2_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov8m_640_s2_e30p10m30/weights/last.pt,0.5035937047276423,0.5966696586243813,0.5229374171735741,0.2532798158157936,completed
2026-03-27T00:55:19.541963+00:00,phase1,p1bfc_yolov9c_640_s1_e30p10m30,yolov9c.pt,640,30,16,1,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov9c_640_s1_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov9c_640_s1_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov9c_640_s1_e30p10m30/weights/last.pt,0.504602213201007,0.5925616328749009,0.5286460007171132,0.25265133876586254,completed
2026-03-27T01:22:49.461251+00:00,phase1,p1bfc_yolov9c_640_s2_e30p10m30,yolov9c.pt,640,30,16,2,val,Dataset-YOLO/data.yaml,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov9c_640_s2_e30p10m30,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov9c_640_s2_e30p10m30/weights/best.pt,/workspace/brand-new-yolo/runs/detect/runs/e0/p1bfc_yolov9c_640_s2_e30p10m30/weights/last.pt,0.49824799736410824,0.5793341890294159,0.5297948603268171,0.2510474278088387,completed
