image_path,tp,confusions,missed_gt,false_positive,error_score,categories,branch,candidate,checkpoint,split
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0394_1.jpg,1,2,3,6,16,B3_B4_confusion;B4_missed;false_positive,one_stage,yolo11m,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0508_1.jpg,3,2,2,8,16,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolo11m,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0789_1.jpg,3,2,2,8,16,B2_B3_confusion;false_positive,one_stage,yolo11m,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0382_3.jpg,3,1,4,6,16,B3_B4_confusion;B4_missed;false_positive,one_stage,yolo11m,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0698_2.jpg,3,0,2,12,16,false_positive,one_stage,yolo11m,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0824_2.jpg,1,4,0,7,15,B2_B3_confusion;false_positive,one_stage,yolo11m,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0288_4.jpg,3,3,0,9,15,B3_B4_confusion;false_positive,one_stage,yolo11m,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0024_4.jpg,2,2,1,9,15,B2_B3_confusion;B3_B4_confusion;B4_missed;false_positive,one_stage,yolo11m,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0292_2.jpg,4,2,1,9,15,B2_B3_confusion;B4_missed;false_positive,one_stage,yolo11m,last,test
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0654_1.jpg,2,5,0,8,18,B2_B3_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0221_1.jpg,2,2,3,8,18,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0293_4.jpg,1,1,4,7,17,B3_B4_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0392_1.jpg,3,1,2,11,17,B2_B3_confusion;B4_missed;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0714_2.jpg,1,1,2,11,17,B2_B3_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0079_1.jpg,3,4,0,8,16,B3_B4_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0449_3.jpg,3,2,1,10,16,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0038_2.jpg,2,1,2,10,16,false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0362_3.jpg,4,1,2,9,15,B3_B4_confusion;B4_missed;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0388_2.jpg,0,1,2,9,15,B2_B3_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0714_4.jpg,1,0,2,11,15,B4_missed;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0091_3.jpg,1,4,0,6,14,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0374_2.jpg,3,3,1,6,14,B2_B3_confusion;B3_B4_confusion;B4_missed;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0654_4.jpg,2,3,1,6,14,B2_B3_confusion;B3_B4_confusion;B4_missed;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0834_1.jpg,2,3,1,6,14,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0250_2.jpg,5,3,0,8,14,B3_B4_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0546_1.jpg,4,2,2,6,14,B2_B3_confusion;B4_missed;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0714_1.jpg,2,2,1,8,14,B3_B4_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0834_2.jpg,2,2,1,8,14,B2_B3_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0745_4.jpg,3,1,3,6,14,B3_B4_confusion;false_positive,one_stage,yolo11m,last,val
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0075_2.jpg,2,5,0,12,22,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0107_1.jpg,2,3,3,10,22,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0236_4.jpg,1,4,1,11,21,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0423_1.jpg,0,2,4,9,21,B2_B3_confusion;B4_missed;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0508_1.jpg,2,3,2,9,19,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0075_4.jpg,5,2,2,11,19,B2_B3_confusion;B3_B4_confusion;B4_missed;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0075_3.jpg,3,4,1,8,18,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0410_2.jpg,4,2,2,10,18,B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0224_3.jpg,1,3,1,9,17,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0010_1.jpg,1,2,2,9,17,B2_B3_confusion;B4_missed;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0579_1.jpg,5,1,3,9,17,B2_B3_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0410_3.jpg,6,1,1,13,17,B2_B3_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0264_4.jpg,1,4,1,6,16,B2_B3_confusion;B3_B4_confusion;B4_missed;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0423_3.jpg,2,3,2,6,16,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0677_2.jpg,2,3,1,8,16,B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0288_4.jpg,3,3,0,10,16,B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0502_3.jpg,4,1,2,10,16,B3_B4_confusion;B4_missed;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0677_1.jpg,5,1,2,10,16,B2_B3_confusion;B4_missed;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0281_3.jpg,0,4,1,5,15,B2_B3_confusion;B3_B4_confusion;B4_missed;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/test/DAMIMAS_A21B_0706_3.jpg,1,4,1,5,15,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,test
/workspace/Dataset-Sawit-YOLO/images/val/LONSUM_A21A_0048_3.jpg,0,2,2,10,18,B2_B3_confusion;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0449_3.jpg,3,0,3,12,18,false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0388_2.jpg,1,0,2,14,18,false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0038_2.jpg,2,1,2,11,17,B4_missed;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0449_1.jpg,4,1,2,11,17,B2_B3_confusion;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0546_1.jpg,4,1,3,8,16,B3_B4_confusion;B4_missed;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0413_2.jpg,5,0,3,10,16,B4_missed;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0079_1.jpg,2,5,0,5,15,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0091_2.jpg,2,4,0,7,15,B2_B3_confusion;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0079_4.jpg,3,3,1,7,15,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0546_2.jpg,4,1,3,7,15,B2_B3_confusion;B4_missed;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0310_4.jpg,3,0,2,11,15,false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0714_4.jpg,1,0,2,11,15,B4_missed;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0654_1.jpg,4,3,0,8,14,B2_B3_confusion;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0094_2.jpg,3,2,0,10,14,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/LONSUM_A21A_0095_2.jpg,0,1,3,6,14,B2_B3_confusion;B4_missed;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0221_1.jpg,2,4,1,3,13,B2_B3_confusion;B3_B4_confusion;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0094_3.jpg,4,2,2,5,13,B3_B4_confusion;B4_missed;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0714_1.jpg,2,2,1,7,13,B3_B4_confusion;false_positive,one_stage,yolov8s,last,val
/workspace/Dataset-Sawit-YOLO/images/val/DAMIMAS_A21B_0097_1.jpg,2,1,3,5,13,B2_B3_confusion;false_positive,one_stage,yolov8s,last,val
